pid,latitude,longitude,height
3m8ox61BSc,51.132965,16.991928,123.4
3m8ox60MIx,51.13234,16.989923,122.5
3m8ox61BSb,51.132957,16.991861,123.1
3m8ox5m3lM,51.125988,16.992252,123.8
3m8ox61BSY,51.132935,16.991697,123.9
3m8ox60MIw,51.132336,16.989893,123.8
3m8ox5zX9b,51.13185,16.989084,122.7
3m8ox5lmjM,51.12633,16.99612,123.5
3m8ox5mKoF,51.126057,16.991776,128.4
3m8ox5m3lL,51.125984,16.992222,125.2
3m8ox61BSX,51.132927,16.991613,122.8
3m8ox61BSW,51.132923,16.991589,124.3
3m8ox5lVfd,51.125896,16.99358,123.4
3m8ox60uPD,51.132687,16.990702,128.7
3m8ox60dM4,51.1325,16.990204,123.3
3m8ox5lVfc,51.12589,16.993517,123.3
3m8ox5zX9a,51.131847,16.98904,123.4
3m8ox61BST,51.132908,16.991467,127.0
3m8ox5sevC,51.128517,16.987886,125.4
3m8ox5tU4I,51.128883,16.987751,124.4
3m8ox5s6pA,51.128277,16.988007,121.8
3m8ox5lVfb,51.12588,16.993467,123.7
3m8ox60dM3,51.132492,16.990154,123.8
3m8ox60MIv,51.13232,16.989788,121.8
3m8ox5mKoE,51.126045,16.991688,127.2
3m8ox5tD1F,51.128757,16.987778,126.6
3m8ox5mKoC,51.126045,16.991665,131.6
3m8ox5svyC,51.128635,16.987806,129.0
3m8ox61BSQ,51.132877,16.991226,124.2
3m8ox5zG6T,51.131687,16.988777,123.4
3m8ox5lVfX,51.12586,16.99327,125.7
3m8ox60dM2,51.13248,16.990067,122.5
3m8ox5zoCf,51.131992,16.98918,123.3
3m8ox60uPC,51.132664,16.990517,122.9
3m8ox605Fm,51.13215,16.989422,122.5
3m8ox5s6p9,51.12827,16.987959,122.4
3m8ox60MIt,51.13231,16.989698,123.1
3m8ox5lmjQ,51.12637,16.996407,125.7
3m8ox5oG93,51.126698,16.989702,117.1
3m8ox5lmiO,51.125893,16.992521,123.3
3m8ox5rpm7,51.12815,16.988016,123.3
3m8ox5lmiN,51.12589,16.992466,123.6
3m8ox5m3lG,51.125954,16.99196,126.9
3m8ox5mKoB,51.12603,16.991545,128.9
3m8ox5zX9Y,51.13183,16.988905,122.7
3m8ox5lmjR,51.126373,16.996468,125.7
3m8ox5rYj6,51.12803,16.988073,121.3
3m8ox60dM0,51.13247,16.989964,123.3
3m8ox5zG6S,51.131676,16.988693,122.3
3m8ox5tU4H,51.128872,16.987656,122.8
3m8ox5lmjT,51.12638,16.996525,122.8
3m8ox5zX9X,51.131824,16.98887,123.9
3m8ox5m3lF,51.125946,16.9919,126.8
3m8ox605Fk,51.132137,16.98932,123.3
3m8ox5nz61,51.126587,16.989841,121.8
3m8ox5lmiL,51.125877,16.99237,124.7
3m8ox5lEco,51.125874,16.994446,125.6
3m8ox60uP9,51.132645,16.990347,123.4
3m8ox5lEcs,51.12591,16.994753,128.8
3m8ox5rYj5,51.128025,16.988043,122.7
3m8ox5lmiK,51.12587,16.992334,125.8
3m8ox5lmjU,51.12639,16.996592,123.1
3m8ox61SVm,51.133144,16.992352,122.6
3m8ox5lmiJ,51.12587,16.992311,127.5
3m8ox60MIr,51.13229,16.989546,121.6
3m8ox60dLy,51.132458,16.98987,124.6
3m8ox5svyA,51.128624,16.987705,129.9
3m8ox5lVgJ,51.1262,16.996084,122.8
3m8ox60dLz,51.132458,16.989868,121.7
3m8ox61SVg,51.133102,16.99201,123.5
3m8ox61SVe,51.133087,16.991905,124.1
3m8ox605Fj,51.13213,16.98926,123.3
3m8ox61SVf,51.133095,16.991938,122.9
3m8ox5lVgK,51.12621,16.99614,122.6
3m8ox61SVd,51.133083,16.991842,124.1
3m8ox5lmiI,51.125862,16.992266,128.2
3m8ox61SVc,51.13307,16.991762,123.1
3m8ox61SVb,51.133064,16.991718,123.8
3m8ox5m3lD,51.12593,16.991772,126.5
3m8ox5m3lE,51.12593,16.99177,123.6
3m8ox5lVgL,51.126213,16.996187,122.1
3m8ox5oXBz,51.126785,16.98938,120.6
3m8ox5sevB,51.128498,16.987722,120.5
3m8ox605Fi,51.132122,16.989208,123.7
3m8ox5yi0H,51.131374,16.9883,120.0
3m8ox60dLx,51.132446,16.989782,123.3
3m8ox61SVY,51.13305,16.991585,126.0
3m8ox61SVZ,51.13305,16.991575,122.8
3m8ox5oG92,51.12668,16.989552,112.9
3m8ox5m3lC,51.125927,16.99174,127.8
3m8ox5ooEy,51.12689,16.989185,121.7
3m8ox5nz60,51.126575,16.989725,119.2
3m8ox61SVX,51.133034,16.991442,122.2
3m8ox5m3lB,51.12592,16.991697,128.6
3m8ox5tU4F,51.12886,16.987556,123.8
3m8ox5sev9,51.128494,16.987688,124.6
3m8ox60MIo,51.13227,16.989382,122.3
3m8ox5rYj3,51.128014,16.987942,123.6
3m8ox5tl7H,51.128983,16.987509,123.4
3m8ox5rYj4,51.128014,16.98794,120.7
3m8ox5oG8y,51.12667,16.98947,120.2
3m8ox5zoCa,51.13195,16.988848,121.9
3m8ox5lVgP,51.126247,16.99646,123.5
3m8ox605Fg,51.132107,16.989065,122.6
3m8ox5nz5z,51.126564,16.989649,118.4
3m8ox5lmiE,51.12583,16.992004,127.1
3m8ox5zX9T,51.131798,16.988638,124.2
